,title,artist,,,,,,,,,,,,
,Song Title Artist,,,,,,,,,,,,,
,I Ain't Tryna KeAnthony,,,,,,,,,,,,,
,"I Ain't Your Mama Rose, Maggie",,,,,,,,,,,,,
,"I Almost Do Swift, Taylor",,,,,,,,,,,,,
,"I Almost Lost My Mind Boone, Pat",,,,,,,,,,,,,
,"I Already Do Wright, Chely",,,,,,,,,,,,,
,"I Already Fell Grand, Gil",,,,,,,,,,,,,
,"I Always Get Lucky With Jones, George",,,,,,,,,,,,,
,You,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Lavigne, Avril",,,,,,,,,,,,,
,"I Always Liked That Best Thomson, Cyndi",,,,,,,,,,,,,
,"I Am Blige, Mary J.",,,,,,,,,,,,,
,Suggs,,,,,,,,,,,,,
,Train,,,,,,,,,,,,,
,"Wurtzels, The",,,,,,,,,,,,,
,Charm City Devils,,,,,,,,,,,,,
,Sorrow,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Soggy Bottom Boys, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am A Patriot Little Steven & The,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Disciples Of Soul,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am A Real American Derringer, Rick",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am A Rock Simon & Garfunkel,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am A Simple Man Shelton, Ricky Van",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am An Island Haggard, Merle",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Blessed Eternal,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Changing Musical/Dreamgirls,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am I Said Diamond, Neil",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am In Love With The Chicken Shed Theatre Co.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,World,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am Invincible Pope, Cassadee",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Machine Three Days Grace,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am Made Of You Martin, Ricky",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Mine Pearl Jam,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Moana (Song of the Musical/Moana,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ancestors),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Not Dead Yet Musical/Spamalot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am Not Hiding Loggins, Kenny",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am Santa Claus Christmas/Rivers, Bob",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am Strong Grascals & Dolly Parton,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am That Man Brooks & Dunn,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am The Beat Look, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Am The Bullgod Kid Rock,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Am What I Am Gaynor, Gloria",,,,,,,,,,,,,
,Page www.excessskaraoke.com,,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title Artist,,,,,,,,,,,,,
,I Bet You Look Good On Arctic Monkeys,,,,,,,,,,,,,
,The Dancefloor,,,,,,,,,,,,,
,"I Brake For Brunettes Akins, Rhett",,,,,,,,,,,,,
,"I Break Things Jo, Erika",,,,,,,,,,,,,
,"I Breathe Again Rickitt, Adam",,,,,,,,,,,,,
,"I Breathe In Cagle, Chris",,,,,,,,,,,,,
,"I Bruise Easily Bedingfield, Natasha",,,,,,,,,,,,,
,"I Built This Wall Hayes, Amber",,,,,,,,,,,,,
,"I Call It Love Richie, Lionel",,,,,,,,,,,,,
,"I Call Your Name Beatles, The",,,,,,,,,,,,,
,"I Came Straight For You Randall, Jon",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Blue,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Be Cruz, Taio",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Bring Her Back Mellons, Ken",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Buy My Own Roses Morgan, Lorrie",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Do Too Cole,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Dream About You Hartman, Dan",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Hear Music Beach Boys, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Hear The Bells Musical/Hairspray,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Help Presley, Elvis",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Swan, Billy",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Love You Better Dixie Chicks, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Love You Like That All-4-One,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Make It With You Pozo-seco Singers, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Make You A Man,,,,,,,,,,,,,
,Musical/Rocky Horror,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can Make You A Man Musical/Rocky Horror,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(Reprise) Picture Show,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Only Imagine Carson, Jeff",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Christian/Mercy Me,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Christian/MercyMe,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Guetta, David & Chris",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Brown & Lil Wayne,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Guetta, David & Chris",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Brown & Lil' Wayne,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can See Clearly Now Cliff, Jimmy",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Nash, Johnny",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can See For Miles Who, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Sleep When I'm Carroll, Jason Michael",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dead,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Still Breathe Hicks, Hali",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Still Feel You Raye, Collin",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Still Make Strait, George",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cheyenne,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Can Take It From Here Young, Chris",,,,,,,,,,,,,
,Page www.excessskaraoke.com,,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,,"Raitt, Bonnie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Tank,,,,,,,,,,,,
,I Can't Quit Her,"Blood, Sweat & Tears",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Quit You Baby,Led Zeppelin,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Read You,"Bedingfield, Daniel",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Say No,Musical/Oklahoma,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Shake You,Gloriana,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Sleep,"Walker, Clay",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stand It,"Clapton, Eric",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stand The Rain,"Turner, Tina",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stand Up For,"Costello, Elvis &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Falling Down,Attractions,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stay Mad At You,"Davis, Skeeter",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stop,"Osmonds, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stop Loving You,"Charles, Ray",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Jones, Tom",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Kem,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Wells, Kitty",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Stop Thinking,Sting,,,,,,,,,,,,
,,,,,,,,,,,,,,
,About You,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Take You,"Emerick, Scotty & Toby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Anywhere,Keith,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Tell You Why,"Eagles, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Unlove You,"Rogers, Kenny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Wait,"Nicks, Stevie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Nu Shooz,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Sleepy Brown & Outkast,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Can't Wait Any Longer,"Anderson, Bill",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Care,Maysa,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Care 4 U,Aaliyah,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Changed My Mind,"Cole, Keyshia",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Chose You,"Leslie, Ryan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Close My Eyes,Shivaree,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Close My Eyes & Count,"Springfield, Dusty",,,,,,,,,,,,
,,,,,,,,,,,,,,
,To Ten,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Could Be So Good For,"Waterman, Dennis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,You,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Could Be The One,"Lewis, Donna",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Templeton, Glen",,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Could Be The One,Avicii & Nicky Romero,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(Nicktim),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Could Fall In Love,Selena,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Could Get Used To You,Exile,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Page,www.excessskaraoke.com,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title Artist,,,,,,,,,,,,,
,"I Do It For The Money Major, Charlie",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Do My Swinging At Houston, David",,,,,,,,,,,,,
,Home,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Do Not Hook Up Clarkson, Kelly",,,,,,,,,,,,,
,"I Do Now Andrews, Jessica",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Do, But Do I Armiger, Katie",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Don’t Wanna Live Zayn & Taylor Swift,,,,,,,,,,,,,
,Forever,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Don't Peck, Danielle",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Don't Believe In Sawyer Brown,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Goodbye,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Don't Believe In If Whittaker, Roger",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Anymore,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Don't Believe In Love Queensryche,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,I Don't Believe You Pink,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"I Don't Believe You've Louvin Brothers, The",,,,,,,,,,,,,
,Met My Baby,,,,,,,,,,,,,
