,title,artist,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Around The Clock,"Haley, Bill & His Comets",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Candy,Montrose,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock DJ,"Williams, Robbie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock In America (You,Night Ranger,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Can Still),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Is Dead,Tenacious D,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Island Line,"Cash, Johnny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Donegan, Lonnie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Lobster,"B-52's, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me,Abba,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Great White,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me Amadeus,Falco,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me Amadeus,Falco,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(English Version),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me Amadeus,Falco,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(German Version),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me Baby,"King, B.B.",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock Me Gently,"Kim, Andy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Page,www.excessskaraoke.com,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,,Clean Bandit & Sean Paul,,,,,,,,,,,,
,,& Anne-Marie,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Clean Bandit Sean Paul &,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Anne Marie,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock-A-Bye,Black Buddafly,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock-A-Bye Your Baby,"Garland, Judy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock-A-Bye-Baby,Children's Songs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock-A-Hula Baby,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rock-A-My Soul,Children's Songs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockaria,Electric Light Orchestra,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockaway (The Rockin',"Pickler, Kellie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Chair Song),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rocker,AC/DC,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rocker, The",Thin Lizzy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rockerfella Skank, The",Fatboy Slim,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rocket,Def Leppard,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Goldfrapp,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rocket Man,"Adams, Ryan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"John, Elton",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Posner, Mike & Bun B",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rocketeer,,,,,,,,,,,,,
,,Far East Movement and,,,,,,,,,,,,
,,Ryan Tedder,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' All Over The,Status Quo,,,,,,,,,,,,
,,,,,,,,,,,,,,
,World,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Around The,"Christmas/Lee, Brenda",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Christmas Tree,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Christmas/Mell & Kim,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Chair,"McCrae, Gwen",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Down The,"Doobie Brothers, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Highway,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' In The Free,"Young, Neil",,,,,,,,,,,,
,,,,,,,,,,,,,,
,World,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Into The Night,38 Special,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Little Christmas,"Christmas/Allen, Deborah",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' My Life Away,"Lewis, Jerry Lee",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Pneumonia &,"Rivers, Johnny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Boogie Woogie Flu,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Smith, Huey & The Clowns",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Robin,"Day, Bobby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Jackson 5, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Jackson, Michael",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' Roll Baby,"Stylistics, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' The Beer Gut,Trailer Choir,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' The Suburbs,"Folds, Ben",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rockin' With The,"Judds, The",,,,,,,,,,,,
,Rhythm Of The Rain,,,,,,,,,,,,,
,Page,www.excessskaraoke.com,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Rollin',Limp Bizkit,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollin' & Tumblin',"Waters, Muddy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollin' (The Ballad Of Big,Big & Rich,,,,,,,,,,,,
,& Rich),,,,,,,,,,,,,
,Rollin' (The Ballad Of Big,Big & Rich,,,,,,,,,,,,
,& Rich) (Rap Version),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Owens, Buck",,,,,,,,,,,,
,Baby's Arms,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollin' Stoned,Great White,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollin' Through The,Trailer Choir,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Sunshine,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollin' With The Flow,"Chesnutt, Mark",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Rich, Charlie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rolling In The Deep,Adele,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rollover D.J.,Jet,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roman Holiday,"Minaj, Nicki",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roman's Revenge,"Minaj, Nicki & Eminem",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rome Wasn't Built In A,Morcheba,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Day,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Romeo,Basement Jaxx,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Mr. Big,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Parton, Dolly & Friends",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Romeo & Juliet,"Earl, Stacy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rompe,Spanish/Daddy Yankee,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ronan,"Swift, Taylor",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roni,"Brown, Bobby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ronnie,"Four Seasons, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rooftops,Lostprophets,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Room Full Of Roses,"Morgan, George",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Room Full Of Roses, A","Gilley, Mickey",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,McFly,,,,,,,,,,,,
,Rooms On Fire,,,,,,,,,,,,,
,,"Nicks, Stevie",,,,,,,,,,,,
,,Alice In Chains,,,,,,,,,,,,
,,Deftones,,,,,,,,,,,,
,"Root Of All Evil, The","Beautiful South, The",,,,,,,,,,,,
,Rooting for You,London Grammar,,,,,,,,,,,,
,Roots,Imagine Dragons,,,,,,,,,,,,
,Roots & Wings,"Lambert, Miranda",,,,,,,,,,,,
,Rope,"Foo Fighters, The",,,,,,,,,,,,
,Rope The Moon,"Montgomery, John Michael",,,,,,,,,,,,
,Rosalie,Thin Lizzy,,,,,,,,,,,,
,Rosalita,"Dexter, Al & His Troopers",,,,,,,,,,,,
,,"Springsteen, Bruce",,,,,,,,,,,,
,Rosalita (come Out,"Springsteen, Bruce",,,,,,,,,,,,
,Tonight),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Page,www.excessskaraoke.com,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title Artist,,,,,,,,,,,,,
,"Cole, Natalie",,,,,,,,,,,,,
,Standards/Traditional,,,,,,,,,,,,,
,Row Row Row Your Children's Songs,,,,,,,,,,,,,
,Boat,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Roxanne Michael, George",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Police, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roxanne Roxanne UTFO,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roxette Dr. Feelgood,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Roxie,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,", Renee",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Royals Lorde,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rub It In Craddock, Billy ""Crash""",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"King, Matt",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rub Me The Right Way Martin, Brad",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rub You The Right Way Gill, Johnny",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rub-A-Dubbin' Mellons, Ken",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rub-A-Dub-Dub Children's Songs,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Thompson, Hank",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rubber Ball Vee, Bobby",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rubber Biscuit Blues Brothers, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rubber Bullets 10cc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rubber Duckie,,,,,,,,,,,,,
,"Rubberband Worsham, Charlie",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rubberband Girl,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rubberband Man,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rubberband Man, The",,,,,,,,,,,,,
,"Presley, Elvis",,,,,,,,,,,,,
,"Rubberneckin' (Remix)Presley, Elvis & Paul",,,,,,,,,,,,,
,Oakenfold,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ruby Kaiser Chiefs,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ruby (Are You Mad At Owens, Buck",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Your Man),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ruby Ann Robbins, Marty",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ruby Baby Craddock, Billy ""Crash""",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dion & The Belmonts,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ruby Brown Carter, Deana",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ruby Don't Take Your Rogers, Kenny",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Love To Town,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ruby Tuesday Melanie,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rolling Stones, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rude Magic,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Magic!,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rude Boy Rihanna,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Rudebox Williams, Robbie",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Page www.excessskaraoke.com,,,,,,,,,,,,,
,XS Master by TITLE,,,,,,,,,,,,,
,Song Title Artist,,,,,,,,,,,,,
,"Tyler, Ryan",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Run Runaway Slade,,,,,,,,,,,,,
,Run The World (Girls) Beyonce,,,,,,,,,,,,,
,Run This Town Jay-Z & Rihanna & Kanye,,,,,,,,,,,,,
,West,,,,,,,,,,,,,
,Run Through The Jungle,,,,,,,,,,,,,
,Creedence Clearwater,,,,,,,,,,,,,
,Revival,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Run To Him Vee, Bobby",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Run To Me Bee Gees, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"De La Hoya, Oscar",,,,,,,,,,,,,
